wick_idx,date,time_et,direction,wick_pct,extreme,wick_close,entry,entry_price,entry_kind,target_dist_dollar,target_dist_pct,touched_target,touched_day,peak_mfe_dollar,peak_mfe_pct,peak_mfe_day,peak_mae_dollar,peak_mae_pct,rsi_1m_at_wick,stochrsi_1m_at_wick,rsi_5m_at_wick,atr_1m_at_wick,wick_atr_ratio,vwap_at_wick,dist_vwap_pct_at_wick
32,2026-03-27,14:02,up,1.3723,571.48,563.58,E2,567.38,next_open,7.899999999999977,1.3923649053544322,True,1.0,59.360000000000014,10.462124149599918,9,11.779999999999973,2.076209947477876,36.50385604112938,87.49028574092516,22.053412897440182,0.7962785714285668,9.921151068811195,567.3520661340818,-0.6648545690129465
33,2026-03-30,11:55,up,1.601,573.79,564.56,E1,561.795,1h_after,9.230000000000018,1.6429480504454506,True,1.0,66.80500000000006,11.891348267606523,10,6.30499999999995,1.1222954992479375,53.36477987421368,41.35592052802554,62.15058198148589,1.109785714285733,8.31692089850023,564.0395731537756,0.09226778953016766
33,2026-03-30,11:55,up,1.601,573.79,564.56,E2,564.29,next_open,9.230000000000018,1.6356837796168668,True,0.0,64.31000000000006,11.39662230413441,9,0.07999999999992724,0.01417710751562623,53.36477987421368,41.35592052802554,62.15058198148589,1.109785714285733,8.31692089850023,564.0395731537756,0.09226778953016766
34,2026-04-13,12:59,down,1.2806,606.28,614.145,E1,614.0509,1h_after,7.865000000000009,1.2808384451516983,False,,0.24090000000001055,0.039231275452899846,0,50.459100000000035,8.21741324701259,66.31798398010199,79.84047474006668,75.91107696739869,0.9122000000000006,8.622012716509541,611.3957301203742,0.44967109585219006
34,2026-04-13,12:59,down,1.2806,606.28,614.145,E2,620.22,next_open,7.865000000000009,1.2680984166908529,False,,0.12000000000000455,0.019347973299797577,0,44.289999999999964,7.141014478733347,66.31798398010199,79.84047474006668,75.91107696739869,0.9122000000000006,8.622012716509541,611.3957301203742,0.44967109585219006
35,2026-04-15,14:46,down,1.1621,627.72,635.1012,E1,636.82,1h_after,7.381199999999922,1.1590716371973118,False,,3.82000000000005,0.5998555321755048,0,27.68999999999994,4.348167457052218,60.481356777651314,11.133194310505411,74.17139119057889,0.8243857142857272,8.953575822690253,631.9827274167725,0.4934426920137842
35,2026-04-15,14:46,down,1.1621,627.72,635.1012,E2,639.21,next_open,7.381199999999922,1.154737879570082,False,,3.955000000000041,0.6187324979271351,0,25.299999999999955,3.9580106694200583,60.481356777651314,11.133194310505411,74.17139119057889,0.8243857142857272,8.953575822690253,631.9827274167725,0.4934426920137842
36,2026-04-15,14:59,down,1.0049,629.42,635.81,E1,637.365,1h_after,6.389999999999986,1.0025652491115744,False,,4.365000000000009,0.6848509096043882,0,27.144999999999982,4.25894110909761,72.02319776830846,83.38102734507073,85.6950067476366,1.227635714285725,5.205127160802648,632.0614441846304,0.5930682609829511
36,2026-04-15,14:59,down,1.0049,629.42,635.81,E2,639.21,next_open,6.389999999999986,0.999671469470125,False,,3.955000000000041,0.6187324979271351,0,25.299999999999955,3.9580106694200583,72.02319776830846,83.38102734507073,85.6950067476366,1.227635714285725,5.205127160802648,632.0614441846304,0.5930682609829511
37,2026-04-15,15:06,down,1.8856,624.09,636.16,E1,637.365,session_close,12.069999999999936,1.8937343594329679,False,,4.365000000000009,0.6848509096043882,0,27.144999999999982,4.25894110909761,69.95664739884495,14.896790305248393,95.32491818606607,1.5532785714285882,7.770660216408485,632.1115055796743,0.6404715599367332
37,2026-04-15,15:06,down,1.8856,624.09,636.16,E2,639.21,next_open,12.069999999999936,1.8882683312213413,False,,3.955000000000041,0.6187324979271351,0,25.299999999999955,3.9580106694200583,69.95664739884495,14.896790305248393,95.32491818606607,1.5532785714285882,7.770660216408485,632.1115055796743,0.6404715599367332
38,2026-04-17,11:45,down,1.7513,637.11,648.8701,E1,649.9399,1h_after,11.760099999999966,1.8094134549979108,False,,7.72989999999993,1.1893253514671018,2,26.03010000000006,4.005001077791972,36.86486486486481,4.642885430521585,55.76867816092004,1.3072785714285666,8.99586381741787,647.4467503329394,0.21984042183062694
38,2026-04-17,11:45,down,1.7513,637.11,648.8701,E2,648.04,next_open,11.760099999999966,1.8147182272699163,False,,5.829999999999927,0.899635824949066,1,27.930000000000064,4.309919140793788,36.86486486486481,4.642885430521585,55.76867816092004,1.3072785714285666,8.99586381741787,647.4467503329394,0.21984042183062694
39,2026-04-20,15:21,down,1.4091,637.36,646.55,E1,646.78,session_close,9.18999999999994,1.4208849995361548,False,,4.569999999999936,0.7065771978106832,1,29.950000000000045,4.6306317449519225,52.18579234972433,71.98196298447789,55.60073016926618,0.7963071428571554,11.540773032659432,645.765768288359,0.12144213121107068
39,2026-04-20,15:21,down,1.4091,637.36,646.55,E2,648.41,next_open,9.18999999999994,1.417313119785312,False,,6.199999999999932,0.9561851297789874,0,28.32000000000005,4.367606915377624,52.18579234972433,71.98196298447789,55.60073016926618,0.7963071428571554,11.540773032659432,645.765768288359,0.12144213121107068
40,2026-05-04,10:27,down,1.1536,667.895,675.69,E1,672.9864,1h_after,7.795000000000073,1.1582700631097558,True,0.0,89.82640000000004,13.347431686583866,0,49.04359999999997,7.2874578148978895,49.78316845101011,37.780568036902515,,0.9316214285714425,8.367132572243431,674.9193417438407,0.11418523792311441
40,2026-05-04,10:27,down,1.1536,667.895,675.69,E2,677.96,next_open,7.795000000000073,1.1497728479556424,False,,0.4500000000000455,0.06637559738038312,0,44.069999999999936,6.500383503451522,49.78316845101011,37.780568036902515,,0.9316214285714425,8.367132572243431,674.9193417438407,0.11418523792311441
41,2026-05-06,15:50,down,1.8554,681.61,694.98,E1,695.575,session_close,13.370000000000005,1.9221507385975636,False,,3.8050000000000637,0.547029436078074,1,26.454999999999927,3.8033281817201487,61.307043398720594,70.02619569009234,63.813665955467904,1.201921428571414,11.123855255573062,691.2234022109533,0.5434708629700398
41,2026-05-06,15:50,down,1.8554,681.61,694.98,E2,696.58,next_open,13.370000000000005,1.919377530219071,False,,4.810000000000059,0.6905165235866748,0,25.449999999999932,3.653564558270397,61.307043398720594,70.02619569009234,63.813665955467904,1.201921428571414,11.123855255573062,691.2234022109533,0.5434708629700398
42,2026-05-08,10:13,down,1.3747,695.405,705.44,E1,706.4,1h_after,10.035000000000082,1.420583238958109,True,7.0,11.149999999999977,1.5784258210645497,7,15.629999999999995,2.212627406568516,52.773710753212306,28.794784271858493,,1.2656357142857115,7.928821766588301,703.2076190729215,0.3174568742616356
