Date,Time,Open,High,Low,Close,Volume
02/18/2026,1600,35.3476,35.3476,35.3476,35.3476,823
02/19/2026,1600,37.5483,37.5483,37.5483,37.5483,1093
02/20/2026,1600,30.2656,30.2656,30.2656,30.2656,1055
02/23/2026,1600,43.1094,43.1094,43.1094,43.1094,3462
02/24/2026,1600,32.4152,32.4152,32.4152,32.4152,3038
02/25/2026,1600,34.8524,34.8524,34.8524,34.8524,2196
02/26/2026,1600,35.8591,35.8591,35.8591,35.8591,2423
02/27/2026,1600,31.0568,31.0568,31.0568,31.0568,1448
03/02/2026,1600,33.8414,33.8414,33.8414,33.8414,864
03/03/2026,1600,27.6374,27.6374,27.6374,27.6374,1151
03/04/2026,1600,29.6835,29.6835,29.6835,29.6835,760
03/05/2026,1600,27.6237,27.6237,27.6237,27.6237,963
03/06/2026,1600,26.6367,26.6367,26.6367,26.6367,841
03/09/2026,1600,31.9637,31.9637,31.9637,31.9637,1007
03/10/2026,1600,30.9204,30.9204,30.9204,30.9204,860
03/11/2026,1600,31.2873,31.2873,31.2873,31.2873,688
03/12/2026,1600,28.8261,28.8261,28.8261,28.8261,790
03/13/2026,1600,25.1956,25.1956,25.1956,25.1956,765
03/16/2026,1600,27.4589,27.4589,27.4589,27.4589,822
03/17/2026,1600,45.9442,45.9442,45.9442,45.9442,1160
03/18/2026,1600,28.9286,28.9286,28.9286,28.9286,1065
03/19/2026,1600,26.9433,26.9433,26.9433,26.9433,1210
03/20/2026,1600,24.0517,24.0517,24.0517,24.0517,1914
03/23/2026,1600,26.3922,26.3922,26.3922,26.3922,1360
03/24/2026,1600,31.0796,31.0796,31.0796,31.0796,1028
03/25/2026,1600,28.6360,28.6360,28.6360,28.6360,721
03/26/2026,1600,31.3132,31.3132,31.3132,31.3132,734
03/27/2026,1600,26.6029,26.6029,26.6029,26.6029,950
03/30/2026,1600,32.3275,32.3275,32.3275,32.3275,912
03/31/2026,1600,38.6599,38.6599,38.6599,38.6599,647
04/01/2026,1600,35.5911,35.5911,35.5911,35.5911,745
04/02/2026,1600,25.1184,25.1184,25.1184,25.1184,626
04/06/2026,1600,33.1022,33.1022,33.1022,33.1022,577
04/07/2026,1600,30.0059,30.0059,30.0059,30.0059,534
04/08/2026,1600,23.6088,23.6088,23.6088,23.6088,901
04/09/2026,1600,33.1410,33.1410,33.1410,33.1410,637
04/10/2026,1600,32.0473,32.0473,32.0473,32.0473,671
04/13/2026,1600,30.5830,30.5830,30.5830,30.5830,840
04/14/2026,1600,30.7659,30.7659,30.7659,30.7659,620
04/15/2026,1600,33.5457,33.5457,33.5457,33.5457,763
04/16/2026,1600,32.7202,32.7202,32.7202,32.7202,763
04/17/2026,1600,37.9566,37.9566,37.9566,37.9566,1067
04/20/2026,1600,33.8388,33.8388,33.8388,33.8388,749
04/21/2026,1600,29.8939,29.8939,29.8939,29.8939,756
04/22/2026,1600,32.3125,32.3125,32.3125,32.3125,493
04/23/2026,1600,31.1398,31.1398,31.1398,31.1398,643
04/24/2026,1600,29.4776,29.4776,29.4776,29.4776,468
04/27/2026,1600,32.9422,32.9422,32.9422,32.9422,442
04/28/2026,1600,27.4504,27.4504,27.4504,27.4504,578
04/29/2026,1600,36.6148,36.6148,36.6148,36.6148,992
04/30/2026,1600,28.4907,28.4907,28.4907,28.4907,732
05/01/2026,1600,29.8471,29.8471,29.8471,29.8471,502
05/04/2026,1600,34.2003,34.2003,34.2003,34.2003,748
05/05/2026,1600,38.4889,38.4889,38.4889,38.4889,1901
05/06/2026,1600,24.9174,24.9174,24.9174,24.9174,1105
05/07/2026,1600,29.4009,29.4009,29.4009,29.4009,743
05/08/2026,1600,30.7583,30.7583,30.7583,30.7583,804
05/11/2026,1600,30.6312,30.6312,30.6312,30.6312,1159
05/12/2026,1600,51.0292,51.0292,51.0292,51.0292,1360
