Date,Open,High,Low,Close,Volume
06/27/2025,60.2800,60.2800,60.2800,60.2800,0
06/30/2025,51.5200,51.5200,51.5200,51.5200,0
07/01/2025,62.4800,62.4800,62.4800,62.4800,0
07/02/2025,62.2900,62.2900,62.2900,62.2900,0
07/03/2025,59.2100,59.2100,59.2100,59.2100,0
07/07/2025,57.7200,57.7200,57.7200,57.7200,0
07/08/2025,51.6900,51.6900,51.6900,51.6900,0
07/09/2025,52.8800,52.8800,52.8800,52.8800,0
07/10/2025,61.0000,61.0000,61.0000,61.0000,0
07/11/2025,50.3700,50.3700,50.3700,50.3700,0
07/14/2025,67.4400,67.4400,67.4400,67.4400,0
07/15/2025,59.6500,59.6500,59.6500,59.6500,0
07/16/2025,66.8200,66.8200,66.8200,66.8200,0
07/17/2025,69.1000,69.1000,69.1000,69.1000,0
07/18/2025,63.9800,63.9800,63.9800,63.9800,0
07/21/2025,63.9000,63.9000,63.9000,63.9000,0
07/22/2025,51.4400,51.4400,51.4400,51.4400,0
07/23/2025,52.7600,52.7600,52.7600,52.7600,0
07/24/2025,51.5600,51.5600,51.5600,51.5600,0
07/25/2025,57.1300,57.1300,57.1300,57.1300,0
07/28/2025,60.9400,60.9400,60.9400,60.9400,0
07/29/2025,58.2200,58.2200,58.2200,58.2200,0
07/30/2025,57.0100,57.0100,57.0100,57.0100,0
07/31/2025,46.9000,46.9000,46.9000,46.9000,0
08/01/2025,51.9000,51.9000,51.9000,51.9000,0
08/04/2025,71.8700,71.8700,71.8700,71.8700,0
08/05/2025,67.6800,67.6800,67.6800,67.6800,0
08/06/2025,53.7500,53.7500,53.7500,53.7500,0
08/07/2025,55.4100,55.4100,55.4100,55.4100,0
08/08/2025,51.0000,51.0000,51.0000,51.0000,0
08/11/2025,61.4900,61.4900,61.4900,61.4900,0
08/12/2025,45.0300,45.0300,45.0300,45.0300,0
08/13/2025,49.7000,49.7000,49.7000,49.7000,0
08/14/2025,43.7500,43.7500,43.7500,43.7500,0
08/15/2025,47.7200,47.7200,47.7200,47.7200,0
08/18/2025,57.0500,57.0500,57.0500,57.0500,0
08/19/2025,46.1100,46.1100,46.1100,46.1100,0
08/20/2025,46.7700,46.7700,46.7700,46.7700,0
08/21/2025,64.7400,64.7400,64.7400,64.7400,0
08/22/2025,63.3500,63.3500,63.3500,63.3500,0
08/25/2025,59.4000,59.4000,59.4000,59.4000,0
08/26/2025,48.4200,48.4200,48.4200,48.4200,0
08/27/2025,48.7000,48.7000,48.7000,48.7000,0
08/28/2025,47.6100,47.6100,47.6100,47.6100,0
08/29/2025,55.1900,55.1900,55.1900,55.1900,0
09/02/2025,56.4100,56.4100,56.4100,56.4100,0
09/03/2025,70.4500,70.4500,70.4500,70.4500,0
09/04/2025,70.3000,70.3000,70.3000,70.3000,0
09/05/2025,71.3500,71.3500,71.3500,71.3500,0
09/08/2025,55.3800,55.3800,55.3800,55.3800,0
09/09/2025,45.1900,45.1900,45.1900,45.1900,0
09/10/2025,58.2300,58.2300,58.2300,58.2300,0
09/11/2025,53.4500,53.4500,53.4500,53.4500,0
09/12/2025,54.3000,54.3000,54.3000,54.3000,0
09/15/2025,50.5500,50.5500,50.5500,50.5500,0
09/16/2025,59.7700,59.7700,59.7700,59.7700,0
09/17/2025,55.9000,55.9000,55.9000,55.9000,0
09/18/2025,59.9200,59.9200,59.9200,59.9200,0
09/19/2025,57.2100,57.2100,57.2100,57.2100,0
09/22/2025,53.4500,53.4500,53.4500,53.4500,0
09/23/2025,49.3400,49.3400,49.3400,49.3400,0
09/24/2025,42.7800,42.7800,42.7800,42.7800,0
09/25/2025,57.0400,57.0400,57.0400,57.0400,0
09/26/2025,44.0300,44.0300,44.0300,44.0300,0
09/29/2025,66.7400,66.7400,66.7400,66.7400,0
