date,ticker,close,volume,short_interest,avg_daily_volume,days_to_cover,short_volume_ratio,call_volume,put_volume,put_call_volume_ratio,total_options_volume,rsi14,stoch20,dist_ma20,dist_ma50,dist_ma200,roc20,volume_surge,ma50_slope,price_exhaustion_score,options_fear_greed_score,short_pressure_score,trend_score,optix
2024-06-20,OWL,17.76,5274004.0,,,,50.98,,,,,,,,,,,,,50.0,50.0,17.5,50.0,45.125
2024-06-21,OWL,17.51,10791010.0,,,,62.99,,,,,,,,,,,,,50.0,50.0,17.5,50.0,45.125
2024-06-24,OWL,17.66,5586416.0,,,,40.07,,,,,,,,,,,,,50.0,50.0,60.83333333333333,50.0,51.625
2024-06-25,OWL,17.66,5298761.0,,,,67.24,,,,,,,,,,,,,50.0,50.0,17.5,50.0,45.125
2024-06-26,OWL,17.83,5048728.0,,,,57.15,,,,,,,,,,,,,50.0,50.0,43.5,50.0,49.025
2024-06-27,OWL,17.9,4877971.0,,,,68.76,,,,,,,,,,,,,50.0,50.0,17.5,50.0,45.125
2024-06-28,OWL,17.75,15424682.0,31105906.0,7035445.0,4.42,68.98,,,,,,,,,,,,,50.0,50.0,0.0,50.0,42.5
2024-07-01,OWL,17.81,3753229.0,31105906.0,7035445.0,4.42,55.33,,,,,,,,,,,,,50.0,50.0,40.625,50.0,48.59375
2024-07-02,OWL,17.54,4474577.0,31105906.0,7035445.0,4.42,52.0,,,,,,,,,,,,,50.0,50.0,43.33333333333333,50.0,49.0
2024-07-03,OWL,17.7,1686761.0,31105906.0,7035445.0,4.42,55.98,,,,,,,,,,,,,50.0,50.0,32.5,50.0,47.375
2024-07-05,OWL,17.69,1872345.0,31105906.0,7035445.0,4.42,61.38,,,,,,,,,,,,,50.0,50.0,23.63636363636364,50.0,46.04545454545455
2024-07-08,OWL,16.9,8100961.0,31105906.0,7035445.0,4.42,45.63,,,,,,,,,,,,,50.0,50.0,54.166666666666664,50.0,50.625
2024-07-09,OWL,16.92,6332406.0,31105906.0,7035445.0,4.42,39.2,,,,,,,,,,,,,50.0,50.0,60.0,50.0,51.5
2024-07-10,OWL,17.23,3236341.0,31105906.0,7035445.0,4.42,49.95,,,,,,,,,,,,,50.0,50.0,46.42857142857143,50.0,49.464285714285715
2024-07-11,OWL,17.46,3825156.0,31105906.0,7035445.0,4.42,38.34,,,,,44.3181818181818,,,,,,,,48.57954545454545,50.0,60.666666666666664,50.0,50.960795454545455
2024-07-12,OWL,17.7,3590200.0,31105906.0,7035445.0,4.42,48.81,,,,,53.612167300380186,,,,,,,,50.903041825095045,50.0,44.6875,50.0,49.60949382129277
2024-07-15,OWL,17.81,3858477.0,33184509.0,4073045.0,8.15,41.92,,,,,52.89575289575287,,,,,,,,50.72393822393822,50.0,49.705882352941174,50.0,50.28165455371337
2024-07-16,OWL,18.37,4663223.0,33184509.0,4073045.0,8.15,54.52,,,,,61.26984126984129,,,,,,,,52.81746031746032,50.0,28.88888888888889,50.0,48.10119047619048
2024-07-17,OWL,18.78,7439385.0,33184509.0,4073045.0,8.15,49.83,,,,,64.01179941002954,,,,,,,,53.502949852507385,50.0,41.05263157894737,50.0,50.234222170470424
2024-07-18,OWL,19.02,4916571.0,33184509.0,4073045.0,8.15,65.49,,,,,65.7303370786517,100.0,0.07154929577464797,,,,0.8935060810420574,,76.43258426966293,50.0,9.75,50.0,55.85716292134832
2024-07-19,OWL,19.27,4926707.0,33184509.0,4073045.0,8.15,52.03,,,,,70.76502732240436,100.0,0.08103559507447211,,,0.08502252252252229,0.8981825961768163,,85.19125683060109,50.0,30.952380952380953,50.0,62.978922716627636
