Date,Open,High,Low,Close,Volume
08/21/2025,94.1272,94.1272,94.1272,94.1272,0
08/22/2025,93.7982,93.7982,93.7982,93.7982,0
08/25/2025,94.4837,94.4837,94.4837,94.4837,0
08/26/2025,94.6045,94.6045,94.6045,94.6045,0
08/27/2025,93.5976,93.5976,93.5976,93.5976,0
08/28/2025,94.5199,94.5199,94.5199,94.5199,0
08/29/2025,94.5102,94.5102,94.5102,94.5102,0
09/02/2025,94.4351,94.4351,94.4351,94.4351,0
09/03/2025,95.2124,95.2124,95.2124,95.2124,0
09/04/2025,92.8436,92.8436,92.8436,92.8436,0
09/05/2025,93.3266,93.3266,93.3266,93.3266,0
09/08/2025,95.1723,95.1723,95.1723,95.1723,0
09/09/2025,96.0166,96.0166,96.0166,96.0166,0
09/10/2025,95.4786,95.4786,95.4786,95.4786,0
09/11/2025,95.5004,95.5004,95.5004,95.5004,0
09/12/2025,97.6374,97.6374,97.6374,97.6374,0
09/15/2025,96.0579,96.0579,96.0579,96.0579,0
09/16/2025,96.5835,96.5835,96.5835,96.5835,0
09/17/2025,95.1075,95.1075,95.1075,95.1075,0
09/18/2025,93.9887,93.9887,93.9887,93.9887,0
09/19/2025,93.0031,93.0031,93.0031,93.0031,0
09/22/2025,95.2876,95.2876,95.2876,95.2876,0
09/23/2025,93.6203,93.6203,93.6203,93.6203,0
09/24/2025,95.0298,95.0298,95.0298,95.0298,0
09/25/2025,95.5267,95.5267,95.5267,95.5267,0
09/26/2025,96.4595,96.4595,96.4595,96.4595,0
09/29/2025,95.4151,95.4151,95.4151,95.4151,0
09/30/2025,92.2066,92.2066,92.2066,92.2066,0
10/01/2025,95.1334,95.1334,95.1334,95.1334,0
10/02/2025,93.2943,93.2943,93.2943,93.2943,0
10/03/2025,94.8560,94.8560,94.8560,94.8560,0
10/06/2025,94.0830,94.0830,94.0830,94.0830,0
10/07/2025,94.1456,94.1456,94.1456,94.1456,0
10/08/2025,93.7692,93.7692,93.7692,93.7692,0
10/09/2025,92.2330,92.2330,92.2330,92.2330,0
10/10/2025,96.1436,96.1436,96.1436,96.1436,0
10/13/2025,95.6150,95.6150,95.6150,95.6150,0
10/14/2025,95.0596,95.0596,95.0596,95.0596,0
10/15/2025,95.8318,95.8318,95.8318,95.8318,0
10/16/2025,95.4269,95.4269,95.4269,95.4269,0
10/17/2025,92.9549,92.9549,92.9549,92.9549,0
10/20/2025,94.3766,94.3766,94.3766,94.3766,0
10/21/2025,93.7097,93.7097,93.7097,93.7097,0
10/22/2025,95.0394,95.0394,95.0394,95.0394,0
10/23/2025,96.4205,96.4205,96.4205,96.4205,0
10/24/2025,94.7537,94.7537,94.7537,94.7537,0
10/27/2025,93.0768,93.0768,93.0768,93.0768,0
10/28/2025,92.8736,92.8736,92.8736,92.8736,0
10/29/2025,95.0623,95.0623,95.0623,95.0623,0
10/30/2025,94.0152,94.0152,94.0152,94.0152,0
10/31/2025,95.6050,95.6050,95.6050,95.6050,0
11/03/2025,94.5025,94.5025,94.5025,94.5025,0
11/04/2025,92.2790,92.2790,92.2790,92.2790,0
11/05/2025,94.9905,94.9905,94.9905,94.9905,0
11/06/2025,95.6171,95.6171,95.6171,95.6171,0
11/07/2025,96.2976,96.2976,96.2976,96.2976,0
11/10/2025,97.8534,97.8534,97.8534,97.8534,0
11/11/2025,94.4618,94.4618,94.4618,94.4618,0
11/12/2025,96.4746,96.4746,96.4746,96.4746,0
11/13/2025,96.1129,96.1129,96.1129,96.1129,0
11/14/2025,96.8244,96.8244,96.8244,96.8244,0
11/17/2025,97.0110,97.0110,97.0110,97.0110,0
11/18/2025,95.9932,95.9932,95.9932,95.9932,0
11/19/2025,97.6489,97.6489,97.6489,97.6489,0
11/20/2025,95.3910,95.3910,95.3910,95.3910,0
11/21/2025,95.6529,95.6529,95.6529,95.6529,0
11/24/2025,95.4106,95.4106,95.4106,95.4106,0
11/25/2025,95.7768,95.7768,95.7768,95.7768,0
11/26/2025,95.9200,95.9200,95.9200,95.9200,0
11/28/2025,95.9517,95.9517,95.9517,95.9517,0
12/01/2025,95.9478,95.9478,95.9478,95.9478,0
12/02/2025,95.4198,95.4198,95.4198,95.4198,0
12/03/2025,94.9571,94.9571,94.9571,94.9571,0
12/04/2025,96.5935,96.5935,96.5935,96.5935,0
12/05/2025,95.3679,95.3679,95.3679,95.3679,0
12/08/2025,95.2792,95.2792,95.2792,95.2792,0
12/09/2025,94.0017,94.0017,94.0017,94.0017,0
12/10/2025,95.5699,95.5699,95.5699,95.5699,0
12/11/2025,95.2004,95.2004,95.2004,95.2004,0
12/12/2025,96.2937,96.2937,96.2937,96.2937,0
12/15/2025,94.4591,94.4591,94.4591,94.4591,0
12/16/2025,93.5762,93.5762,93.5762,93.5762,0
12/17/2025,95.1054,95.1054,95.1054,95.1054,0
12/18/2025,96.6342,96.6342,96.6342,96.6342,0
12/19/2025,91.9448,91.9448,91.9448,91.9448,0
12/22/2025,94.1972,94.1972,94.1972,94.1972,0
12/23/2025,94.5216,94.5216,94.5216,94.5216,0
12/24/2025,92.5256,92.5256,92.5256,92.5256,0
12/26/2025,93.4308,93.4308,93.4308,93.4308,0
12/29/2025,93.3030,93.3030,93.3030,93.3030,0
12/30/2025,94.6052,94.6052,94.6052,94.6052,0
12/31/2025,94.3437,94.3437,94.3437,94.3437,0
01/02/2026,95.1908,95.1908,95.1908,95.1908,0
01/05/2026,93.1970,93.1970,93.1970,93.1970,0
01/06/2026,96.2764,96.2764,96.2764,96.2764,0
01/07/2026,96.4787,96.4787,96.4787,96.4787,0
01/08/2026,97.0407,97.0407,97.0407,97.0407,0
01/09/2026,96.4195,96.4195,96.4195,96.4195,0
01/12/2026,96.1486,96.1486,96.1486,96.1486,0
01/13/2026,95.3823,95.3823,95.3823,95.3823,0
01/14/2026,94.8996,94.8996,94.8996,94.8996,0
01/15/2026,94.9665,94.9665,94.9665,94.9665,0
01/16/2026,96.3557,96.3557,96.3557,96.3557,0
01/20/2026,94.4754,94.4754,94.4754,94.4754,0
01/21/2026,94.8744,94.8744,94.8744,94.8744,0
01/22/2026,92.0083,92.0083,92.0083,92.0083,0
01/23/2026,92.6370,92.6370,92.6370,92.6370,0
01/26/2026,92.6991,92.6991,92.6991,92.6991,0
01/27/2026,93.2628,93.2628,93.2628,93.2628,0
01/28/2026,92.7644,92.7644,92.7644,92.7644,0
01/29/2026,93.2170,93.2170,93.2170,93.2170,0
01/30/2026,93.6468,93.6468,93.6468,93.6468,0
02/02/2026,96.3128,96.3128,96.3128,96.3128,0
02/03/2026,95.1468,95.1468,95.1468,95.1468,0
02/04/2026,94.9542,94.9542,94.9542,94.9542,0
02/05/2026,94.8794,94.8794,94.8794,94.8794,0
02/06/2026,96.0403,96.0403,96.0403,96.0403,0
02/09/2026,94.8361,94.8361,94.8361,94.8361,0
02/10/2026,94.0555,94.0555,94.0555,94.0555,0
02/11/2026,95.1154,95.1154,95.1154,95.1154,0
02/12/2026,93.7799,93.7799,93.7799,93.7799,0
02/13/2026,95.5815,95.5815,95.5815,95.5815,0
02/17/2026,95.5401,95.5401,95.5401,95.5401,0
02/18/2026,95.4752,95.4752,95.4752,95.4752,0
02/19/2026,95.3461,95.3461,95.3461,95.3461,0
02/20/2026,96.1764,96.1764,96.1764,96.1764,0
02/23/2026,95.7805,95.7805,95.7805,95.7805,0
02/24/2026,94.5076,94.5076,94.5076,94.5076,0
02/25/2026,94.2358,94.2358,94.2358,94.2358,0
02/26/2026,96.1632,96.1632,96.1632,96.1632,0
02/27/2026,95.7550,95.7550,95.7550,95.7550,0
03/02/2026,95.7906,95.7906,95.7906,95.7906,0
03/03/2026,96.3176,96.3176,96.3176,96.3176,0
03/04/2026,96.4282,96.4282,96.4282,96.4282,0
03/05/2026,95.8840,95.8840,95.8840,95.8840,0
03/06/2026,96.2682,96.2682,96.2682,96.2682,0
03/09/2026,96.8732,96.8732,96.8732,96.8732,0
03/10/2026,96.1252,96.1252,96.1252,96.1252,0
03/11/2026,96.1591,96.1591,96.1591,96.1591,0
03/12/2026,95.5493,95.5493,95.5493,95.5493,0
03/13/2026,96.7647,96.7647,96.7647,96.7647,0
03/16/2026,95.6327,95.6327,95.6327,95.6327,0
03/17/2026,95.9883,95.9883,95.9883,95.9883,0
03/18/2026,94.0639,94.0639,94.0639,94.0639,0
03/19/2026,97.4469,97.4469,97.4469,97.4469,0
03/20/2026,96.7898,96.7898,96.7898,96.7898,0
03/23/2026,97.3848,97.3848,97.3848,97.3848,0
03/24/2026,97.5103,97.5103,97.5103,97.5103,0
03/25/2026,96.0006,96.0006,96.0006,96.0006,0
03/26/2026,96.7285,96.7285,96.7285,96.7285,0
03/27/2026,97.1838,97.1838,97.1838,97.1838,0
03/30/2026,96.8783,96.8783,96.8783,96.8783,0
03/31/2026,97.0860,97.0860,97.0860,97.0860,0
04/01/2026,96.5416,96.5416,96.5416,96.5416,0
04/02/2026,97.0475,97.0475,97.0475,97.0475,0
04/06/2026,95.2671,95.2671,95.2671,95.2671,0
04/07/2026,95.3017,95.3017,95.3017,95.3017,0
04/08/2026,96.2387,96.2387,96.2387,96.2387,0
04/09/2026,95.8738,95.8738,95.8738,95.8738,0
04/10/2026,96.4727,96.4727,96.4727,96.4727,0
04/13/2026,96.6468,96.6468,96.6468,96.6468,0
04/14/2026,96.5730,96.5730,96.5730,96.5730,0
04/15/2026,96.6065,96.6065,96.6065,96.6065,0
04/16/2026,96.3681,96.3681,96.3681,96.3681,0
04/17/2026,96.9490,96.9490,96.9490,96.9490,0
04/20/2026,96.8090,96.8090,96.8090,96.8090,0
04/21/2026,96.7247,96.7247,96.7247,96.7247,0
04/22/2026,96.3033,96.3033,96.3033,96.3033,0
04/23/2026,96.6058,96.6058,96.6058,96.6058,0
04/24/2026,96.6977,96.6977,96.6977,96.6977,0
04/27/2026,95.8047,95.8047,95.8047,95.8047,0
04/28/2026,96.2642,96.2642,96.2642,96.2642,0
04/29/2026,96.7780,96.7780,96.7780,96.7780,0
04/30/2026,97.3431,97.3431,97.3431,97.3431,0
05/01/2026,96.7193,96.7193,96.7193,96.7193,0
05/04/2026,96.5383,96.5383,96.5383,96.5383,0
05/05/2026,95.9727,95.9727,95.9727,95.9727,0
05/06/2026,96.3003,96.3003,96.3003,96.3003,0
05/07/2026,96.1647,96.1647,96.1647,96.1647,0
05/08/2026,96.7107,96.7107,96.7107,96.7107,0
05/11/2026,95.9909,95.9909,95.9909,95.9909,0
05/12/2026,96.1399,96.1399,96.1399,96.1399,0
05/13/2026,96.6099,96.6099,96.6099,96.6099,0
05/14/2026,96.0722,96.0722,96.0722,96.0722,0
05/15/2026,95.0989,95.0989,95.0989,95.0989,0
05/18/2026,95.1622,95.1622,95.1622,95.1622,0
05/19/2026,95.9014,95.9014,95.9014,95.9014,0
05/20/2026,95.7609,95.7609,95.7609,95.7609,0
05/21/2026,95.6729,95.6729,95.6729,95.6729,0
05/22/2026,94.3639,94.3639,94.3639,94.3639,0
05/26/2026,94.7170,94.7170,94.7170,94.7170,0
05/27/2026,96.2741,96.2741,96.2741,96.2741,0
05/28/2026,93.7315,93.7315,93.7315,93.7315,0
05/29/2026,93.4843,93.4843,93.4843,93.4843,0
06/01/2026,94.5678,94.5678,94.5678,94.5678,0
06/02/2026,93.5546,93.5546,93.5546,93.5546,0
06/03/2026,93.9370,93.9370,93.9370,93.9370,0
06/04/2026,95.8146,95.8146,95.8146,95.8146,0
06/05/2026,95.1781,95.1781,95.1781,95.1781,0
06/08/2026,94.8660,94.8660,94.8660,94.8660,0
06/09/2026,95.1116,95.1116,95.1116,95.1116,0
06/10/2026,94.8388,94.8388,94.8388,94.8388,0
06/11/2026,94.8052,94.8052,94.8052,94.8052,0
06/12/2026,94.3297,94.3297,94.3297,94.3297,0
06/15/2026,94.9773,94.9773,94.9773,94.9773,0
06/16/2026,94.1079,94.1079,94.1079,94.1079,0
06/17/2026,94.4682,94.4682,94.4682,94.4682,0
06/18/2026,95.7261,95.7261,95.7261,95.7261,0
06/22/2026,93.7675,93.7675,93.7675,93.7675,0
06/23/2026,94.5033,94.5033,94.5033,94.5033,0
06/24/2026,93.8114,93.8114,93.8114,93.8114,0
06/25/2026,94.8751,94.8751,94.8751,94.8751,0
06/26/2026,95.6490,95.6490,95.6490,95.6490,0
06/29/2026,95.9613,95.9613,95.9613,95.9613,0
06/30/2026,95.9455,95.9455,95.9455,95.9455,0
07/01/2026,96.3688,96.3688,96.3688,96.3688,0
07/02/2026,96.4854,96.4854,96.4854,96.4854,0
07/06/2026,94.6336,94.6336,94.6336,94.6336,0
07/07/2026,95.5314,95.5314,95.5314,95.5314,0
07/08/2026,95.4239,95.4239,95.4239,95.4239,0
07/09/2026,94.2842,94.2842,94.2842,94.2842,0
07/10/2026,94.4734,94.4734,94.4734,94.4734,0
07/13/2026,94.7779,94.7779,94.7779,94.7779,0
