method,datetime,date,time_et,open,high,low,close,volume,body_pct,wick_pct,ratio,direction,extreme,touched,days_to_touch
trade,2026-05-08T11:35:00-04:00,2026-05-08,11:35,136.61,145.97,136.2679,136.6,68796,0.0073,6.8519,936.0,up,145.97,False,
trade,2026-05-08T14:58:00-04:00,2026-05-08,14:58,136.635,145.88,136.5409,136.6161,26017,0.0138,6.7667,489.15,up,145.88,False,
trade,2026-05-11T12:22:00-04:00,2026-05-11,12:22,135.7743,147.93,135.67,135.7512,28410,0.017,8.9536,526.22,up,147.93,True,0
trade,2026-05-11T12:29:00-04:00,2026-05-11,12:29,135.59,137.97,135.5835,135.83,44716,0.1768,1.5769,8.92,up,137.97,True,0
trade,2026-05-11T12:43:00-04:00,2026-05-11,12:43,134.97,146.03,134.913,135.06,55756,0.0667,8.125,121.89,up,146.03,True,0
trade,2026-05-11T14:58:00-04:00,2026-05-11,14:58,136.305,149.61,136.09,136.19,69412,0.0844,9.7653,115.7,up,149.61,False,
trade,2026-05-13T12:18:00-04:00,2026-05-13,12:18,131.15,135.4229,131,131.0772,75887,0.0555,3.2589,58.69,up,135.4229,True,0
trade,2026-05-13T14:52:00-04:00,2026-05-13,14:52,129.81,135.9238,129.78,129.789,48486,0.0162,4.7102,291.13,up,135.9238,True,3
trade,2026-05-14T13:49:00-04:00,2026-05-14,13:49,134,134.14,128.745,134.05,81277,0.0373,3.9209,105.1,down,128.745,False,
trade,2026-05-18T15:31:00-04:00,2026-05-18,15:31,133.595,133.75,129.13,133.65,59115,0.0412,3.3415,81.18,down,129.13,False,
trade,2026-05-18T15:46:00-04:00,2026-05-18,15:46,134.77,136.165,134.5636,134.81,66637,0.0297,1.0053,33.88,up,136.165,True,1
