date,ticker,total_volume,short_volume,short_volume_ratio,carteret_pct_of_short,nyse_short_volume,nasdaq_carteret_short_volume,nasdaq_chicago_short_volume,adf_short_volume,exempt_volume,svr_sma20,svr_zscore60
2026-01-15,AMD,28455311.0,14861376.0,52.23,94.6644,518447,14068434,274495,0,40659.0,45.7185,1.5244
2026-01-16,AMD,19684174.0,8774035.0,44.57,89.274,751580,7832934,189521,0,41905.0,45.6835,0.0662
2026-01-20,AMD,24383073.0,13259708.0,54.38,92.7602,715309,12299734,244665,0,37319.0,46.137,1.8345
2026-01-21,AMD,33295452.0,17562590.0,52.75,92.1917,956651,16191246,414693,0,45785.0,46.329,1.4793
2026-01-22,AMD,18296540.0,11253060.0,61.5,92.9081,575793,10455005,222262,0,21761.0,46.851,2.8302
2026-01-23,AMD,24330401.0,13223646.0,54.35,94.34,425581,12475190,322875,0,60850.0,47.3865,1.5406
2026-01-26,AMD,16152220.0,6373136.0,39.46,91.3162,397865,5819706,155565,0,65607.0,47.0135,-0.9626
2026-01-27,AMD,13944432.0,5154399.0,36.96,92.5641,259391,4771123,123885,0,33302.0,46.4395,-1.3332
2026-01-28,AMD,14192469.0,5511406.0,38.83,92.6251,278471,5104944,127991,0,7566.0,46.456,-0.9936
2026-01-29,AMD,15639083.0,5719562.0,36.57,93.4964,211482,5347582,160498,0,73872.0,46.3985,-1.3309
2026-01-30,AMD,17517344.0,6741050.0,38.48,92.8811,330993,6261159,148898,0,23998.0,46.4015,-0.9978
2026-02-02,AMD,18260819.0,9031435.0,49.46,92.5426,480150,8357923,193362,0,34697.0,46.699,0.7467
2026-02-03,AMD,19159238.0,10573429.0,55.19,95.4686,276459,10094308,202662,0,23630.0,47.2515,1.6039
2026-02-04,AMD,49053354.0,19201933.0,39.14,95.7954,474245,18394577,333111,0,2782863.0,47.1375,-0.8981
2026-02-05,AMD,26694988.0,9733627.0,36.46,84.5497,1299010,8229752,204865,0,1139307.0,46.7785,-1.3477
2026-02-06,AMD,26996352.0,13844378.0,51.28,91.5393,923727,12673053,247598,0,23960.0,47.3135,1.0108
2026-02-09,AMD,20121993.0,9749539.0,48.45,96.1518,171155,9374359,204025,0,16202.0,47.6635,0.5819
2026-02-10,AMD,12977054.0,7899887.0,60.88,95.3575,223593,7533136,143158,0,7801.0,48.0875,2.4261
2026-02-11,AMD,17581602.0,10053797.0,57.18,94.419,302075,9492699,259023,0,16151.0,48.291,1.7777
2026-02-12,AMD,15497686.0,9557342.0,61.67,94.7945,267275,9059832,230235,0,15107.0,48.4895,2.2993
2026-02-13,AMD,12105158.0,6419810.0,53.03,95.181,148744,6110438,160628,0,18344.0,48.5295,1.0649
2026-02-17,AMD,15437017.0,8379476.0,54.28,94.8355,279014,7946718,153744,0,28415.0,49.015,1.2176
2026-02-18,AMD,18592568.0,10627208.0,57.16,95.2523,342864,10122664,161680,0,24521.0,49.154,1.5792
2026-02-19,AMD,14283668.0,8125964.0,56.89,96.1337,172074,7811790,142100,0,12315.0,49.361,1.4823
2026-02-20,AMD,19090861.0,10705639.0,56.08,75.1363,2518084,8043820,143735,0,16522.0,49.09,1.3312
2026-02-23,AMD,14583646.9,7790142.87,53.42,95.4041,217489,7432112,140540,0,17307.0,49.0435,0.9389
2026-02-24,AMD,38060331.9,22812648.33,59.94,95.3116,599599,21743105,469943,0,32176.0,50.0675,1.7626
2026-02-25,AMD,20451949.42,11389319.13,55.69,94.5756,462494,10771513,155311,0,39362.0,51.004,1.1536
2026-02-26,AMD,16536277.22,7365371.4,44.54,95.8796,131404,7061891,172075,0,16832.0,51.2895,-0.3352
2026-02-27,AMD,13473382.48,5063220.68,37.58,95.8266,99889,4851911,111420,0,14486.0,51.34,-1.2261
2026-03-02,AMD,17049882.61,7184560.98,42.14,95.4181,164275,6855372,164913,0,24835.0,51.523,-0.6276
2026-03-03,AMD,16775958.38,6706783.63,39.98,93.4405,289911,6266855,150017,0,29886.0,51.049,-0.9091
2026-03-04,AMD,19265864.77,8139460.33,42.25,93.1621,402331,7582891,154237,0,14193.0,50.402,-0.6186
2026-03-05,AMD,19311525.57,9108064.26,47.16,88.2835,906334,8040921,160809,0,30192.0,50.803,0.012
2026-03-06,AMD,15677393.07,7736222.32,49.35,77.7749,1558659,6016841,160722,0,8886.0,51.4475,0.289
2026-03-09,AMD,18029808.63,8017601.62,44.47,95.2598,253818,7637549,126234,0,38204.0,51.107,-0.3735
2026-03-10,AMD,14935386.65,7514245.4,50.31,96.1926,97170,7228148,188926,0,17771.0,51.2,0.3891
2026-03-11,AMD,11666265.86,4445819.01,38.11,96.1933,59674,4276578,109566,0,5403.0,50.0615,-1.2299
2026-03-12,AMD,13363691.12,6894289.51,51.59,95.8693,126196,6609509,158583,0,14350.0,49.782,0.5611
2026-03-13,AMD,13836085.58,6065784.34,43.84,96.1721,141834,5833595,90354,0,14416.0,48.8905,-0.5216
2026-03-16,AMD,15424293.57,6038324.63,39.15,95.664,126912,5776501,134910,0,25678.0,48.1965,-1.1437
