method,datetime,date,time_et,open,high,low,close,volume,body_pct,wick_pct,ratio,direction,extreme,touched,days_to_touch
trade,2026-05-04T13:58:00-04:00,2026-05-04,13:58,198.37,200.0817,198.0279,198.27,122811,0.0504,0.8631,17.12,up,200.0817,True,1
trade,2026-05-04T15:39:00-04:00,2026-05-04,15:39,198.96,199.0598,176.79,198.8388,213381,0.0609,11.0854,181.92,down,176.79,False,
trade,2026-05-05T14:10:00-04:00,2026-05-05,14:10,197.1388,212.985,197.09,197.2,127883,0.031,8.0058,257.92,up,212.985,True,2
trade,2026-05-05T14:39:00-04:00,2026-05-05,14:39,197.445,209.9458,197.44,197.4699,111860,0.0126,6.3183,501.04,up,209.9458,True,2
trade,2026-05-06T09:45:00-04:00,2026-05-06,09:45,201.27,201.9,182.73,201.745,1169692,0.2357,9.2007,39.03,down,182.73,False,
trade,2026-05-06T12:34:00-04:00,2026-05-06,12:34,205.4,215.08,205.09,205.1288,135117,0.1321,4.7159,35.69,up,215.08,True,2
trade,2026-05-06T14:25:00-04:00,2026-05-06,14:25,206.7362,207.05,199.23,206.8114,503010,0.0364,3.6302,99.82,down,199.23,True,0
trade,2026-05-06T14:32:00-04:00,2026-05-06,14:32,206.83,207.0131,199.23,206.8601,216382,0.0146,3.6742,252.49,down,199.23,False,
trade,2026-05-07T11:30:00-04:00,2026-05-07,11:30,211.9407,212.38,204.0799,212.2788,309567,0.1594,3.706,23.25,down,204.0799,True,0
trade,2026-05-07T11:37:00-04:00,2026-05-07,11:37,212.735,213.1,205.935,213.0358,441595,0.1413,3.1942,22.61,down,205.935,True,0
trade,2026-05-07T12:13:00-04:00,2026-05-07,12:13,211.5573,211.9415,207.83,211.5772,315464,0.0094,1.7618,187.3,down,207.83,True,0
trade,2026-05-07T12:30:00-04:00,2026-05-07,12:30,213.57,213.79,178.68,213.5401,294507,0.014,16.3237,1165.89,down,178.68,False,
trade,2026-05-07T15:36:00-04:00,2026-05-07,15:36,211.88,212.1214,199.5,212.03,181826,0.0708,5.8409,82.53,down,199.5,False,
trade,2026-05-08T10:13:00-04:00,2026-05-08,10:13,216.22,216.45,202.4,216.45,345683,0.1063,6.3882,60.09,down,202.4,True,0
trade,2026-05-08T11:10:00-04:00,2026-05-08,11:10,216.2043,216.37,211.22,216.2572,180671,0.0245,2.3051,94.22,down,211.22,True,0
trade,2026-05-08T11:23:00-04:00,2026-05-08,11:23,215.9543,216.2386,211.15,216.085,265863,0.0605,2.224,36.76,down,211.15,True,0
trade,2026-05-08T11:35:00-04:00,2026-05-08,11:35,216.85,217,199.88,216.9786,364487,0.0593,7.8234,131.96,down,199.88,True,0
trade,2026-05-11T12:43:00-04:00,2026-05-11,12:43,220.57,221.1891,198.48,220.81,264130,0.1087,10.0095,92.04,down,198.48,False,
trade,2026-05-11T15:54:00-04:00,2026-05-11,15:54,219.03,219.3746,199.87,219.2,520322,0.0776,8.7443,112.71,down,199.87,False,
trade,2026-05-12T10:48:00-04:00,2026-05-12,10:48,218.185,218.4878,196.51,217.9443,280436,0.1104,9.8293,89.05,down,196.51,True,0
trade,2026-05-12T12:34:00-04:00,2026-05-12,12:34,217.2886,217.5,211.5,217.3701,144692,0.0375,2.6635,71.03,down,211.5,True,0
trade,2026-05-12T12:54:00-04:00,2026-05-12,12:54,216.354,216.9887,196.5,216.48,238900,0.0582,9.174,157.57,down,196.5,True,0
trade,2026-05-12T15:14:00-04:00,2026-05-12,15:14,220.53,220.68,209.25,220.6,212755,0.0317,5.1141,161.14,down,209.25,True,0
trade,2026-05-12T15:53:00-04:00,2026-05-12,15:53,221.05,221.28,187.06,221.21,357970,0.0724,15.371,212.44,down,187.06,False,
trade,2026-05-13T10:21:00-04:00,2026-05-13,10:21,224.34,224.58,193.8,224.39,270885,0.0223,13.6117,610.8,down,193.8,False,
trade,2026-05-13T11:58:00-04:00,2026-05-13,11:58,226.8458,227.1099,218.96,226.7758,309897,0.0309,3.446,111.65,down,218.96,True,0
trade,2026-05-13T12:21:00-04:00,2026-05-13,12:21,226.885,227.3515,219.5432,226.99,166598,0.0463,3.2352,69.92,down,219.5432,True,0
trade,2026-05-13T12:34:00-04:00,2026-05-13,12:34,227.2834,227.3875,225.08,227.324,146062,0.0179,0.9694,54.27,down,225.08,True,0
trade,2026-05-13T14:31:00-04:00,2026-05-13,14:31,226.9,227.1809,209.25,226.9901,178881,0.0397,7.7772,195.89,down,209.25,False,
trade,2026-05-13T14:55:00-04:00,2026-05-13,14:55,227.09,227.105,215.5609,227.1,111467,0.0044,5.0768,1152.91,down,215.5609,False,
trade,2026-05-14T11:43:00-04:00,2026-05-14,11:43,236.245,236.4,231.385,236.144,410592,0.0428,2.0149,47.12,down,231.385,True,0
trade,2026-05-14T11:50:00-04:00,2026-05-14,11:50,235.5057,235.9548,230.4501,235.4043,333697,0.0431,2.1041,48.86,down,230.4501,True,0
trade,2026-05-14T12:15:00-04:00,2026-05-14,12:15,235.7611,235.84,229.79,235.7958,174939,0.0147,2.5325,172.08,down,229.79,True,0
trade,2026-05-14T14:04:00-04:00,2026-05-14,14:04,234.01,234.5534,226.48,234.14,178904,0.0555,3.2169,57.92,down,226.48,True,1
trade,2026-05-15T11:05:00-04:00,2026-05-15,11:05,226.1754,229.85,226.14,226.2943,170444,0.0526,1.5717,29.9,up,229.85,True,0
trade,2026-05-15T12:49:00-04:00,2026-05-15,12:49,228.32,228.47,201.68,228.4543,102515,0.0588,11.6644,198.36,down,201.68,False,
trade,2026-05-15T13:31:00-04:00,2026-05-15,13:31,229.37,229.45,209.87,229.3151,261634,0.0239,8.4786,354.19,down,209.87,False,
trade,2026-05-18T10:03:00-04:00,2026-05-18,10:03,224.35,225.4435,209.45,224.94,456922,0.2626,6.6327,25.25,down,209.45,True,0
trade,2026-05-18T10:21:00-04:00,2026-05-18,10:21,225.16,225.2107,209.49,224.7929,219499,0.1632,6.802,41.69,down,209.49,True,0
trade,2026-05-18T12:23:00-04:00,2026-05-18,12:23,222.7472,229.83,222.34,222.48,182487,0.12,3.1817,26.51,up,229.83,True,0
trade,2026-05-18T13:49:00-04:00,2026-05-18,13:49,221.03,229.83,220.91,220.92,121949,0.0498,3.9824,80.0,up,229.83,False,
trade,2026-05-18T14:49:00-04:00,2026-05-18,14:49,219.04,219.2765,214.84,218.8599,346487,0.0823,1.836,22.32,down,214.84,True,0
trade,2026-05-18T14:59:00-04:00,2026-05-18,14:59,219.375,219.73,215.54,219.61,160325,0.1071,1.7472,16.32,down,215.54,True,0
trade,2026-05-18T15:33:00-04:00,2026-05-18,15:33,220.8809,220.98,196.5,220.88,199746,0.0004,11.0376,28055.24,down,196.5,False,
trade,2026-05-19T10:04:00-04:00,2026-05-19,10:04,220.05,225.32,219.85,220.33,326583,0.1272,2.2662,17.82,up,225.32,True,0
trade,2026-05-19T11:17:00-04:00,2026-05-19,11:17,221.2943,221.54,199.165,221.36,255159,0.0297,9.9985,336.82,down,199.165,False,
trade,2026-05-19T12:01:00-04:00,2026-05-19,12:01,220.8088,225.8306,220.5689,220.8972,178180,0.04,2.2338,55.81,up,225.8306,True,1
trade,2026-05-19T15:08:00-04:00,2026-05-19,15:08,221.94,224.43,221.88,222.195,214023,0.1148,1.0065,8.76,up,224.43,True,1
