Date,Open,High,Low,Close,Volume
09/26/2024,45.1250,45.1250,45.1250,45.1250,0
09/27/2024,45.1250,45.1250,45.1250,45.1250,0
09/30/2024,45.7500,45.7500,45.7500,45.7500,0
10/01/2024,44.9375,44.9375,44.9375,44.9375,0
10/02/2024,48.3500,48.3500,48.3500,48.3500,0
10/03/2024,45.7500,45.7500,45.7500,45.7500,0
10/04/2024,46.6786,46.6786,46.6786,46.6786,0
10/07/2024,47.3750,47.3750,47.3750,47.3750,0
10/08/2024,47.9167,47.9167,47.9167,47.9167,0
10/09/2024,44.4500,44.4500,44.4500,44.4500,0
10/10/2024,43.3864,43.3864,43.3864,43.3864,0
10/11/2024,49.0000,49.0000,49.0000,49.0000,0
10/14/2024,48.5000,48.5000,48.5000,48.5000,0
10/15/2024,42.5000,42.5000,42.5000,42.5000,0
10/16/2024,41.1275,41.1275,41.1275,41.1275,0
10/17/2024,47.9057,47.9057,47.9057,47.9057,0
10/18/2024,44.9526,44.9526,44.9526,44.9526,0
10/21/2024,46.1811,46.1811,46.1811,46.1811,0
10/22/2024,45.9954,45.9954,45.9954,45.9954,0
10/23/2024,41.8649,41.8649,41.8649,41.8649,0
10/24/2024,46.5177,46.5177,46.5177,46.5177,0
10/25/2024,56.0336,56.0336,56.0336,56.0336,0
10/28/2024,55.3507,55.3507,55.3507,55.3507,0
10/29/2024,60.1726,60.1726,60.1726,60.1726,0
10/30/2024,44.0602,44.0602,44.0602,44.0602,0
10/31/2024,36.7995,36.7995,36.7995,36.7995,0
11/01/2024,39.7593,39.7593,39.7593,39.7593,0
11/04/2024,38.9860,38.9860,38.9860,38.9860,0
11/05/2024,43.8226,43.8226,43.8226,43.8226,0
11/06/2024,53.7341,53.7341,53.7341,53.7341,0
11/07/2024,57.9531,57.9531,57.9531,57.9531,0
11/08/2024,54.7467,54.7467,54.7467,54.7467,0
11/11/2024,44.8189,44.8189,44.8189,44.8189,0
11/12/2024,46.1423,46.1423,46.1423,46.1423,0
11/13/2024,38.7724,38.7724,38.7724,38.7724,0
11/14/2024,39.2114,39.2114,39.2114,39.2114,0
11/15/2024,33.3669,33.3669,33.3669,33.3669,0
11/18/2024,37.3440,37.3440,37.3440,37.3440,0
11/19/2024,40.2599,40.2599,40.2599,40.2599,0
11/20/2024,38.1208,38.1208,38.1208,38.1208,0
11/21/2024,43.9322,43.9322,43.9322,43.9322,0
11/22/2024,45.3844,45.3844,45.3844,45.3844,0
11/25/2024,47.7005,47.7005,47.7005,47.7005,0
11/26/2024,41.0176,41.0176,41.0176,41.0176,0
11/27/2024,36.3089,36.3089,36.3089,36.3089,0
11/29/2024,48.1320,48.1320,48.1320,48.1320,0
12/02/2024,55.9180,55.9180,55.9180,55.9180,0
12/03/2024,53.8830,53.8830,53.8830,53.8830,0
12/04/2024,57.7127,57.7127,57.7127,57.7127,0
12/05/2024,51.8863,51.8863,51.8863,51.8863,0
12/06/2024,56.7860,56.7860,56.7860,56.7860,0
12/09/2024,54.5717,54.5717,54.5717,54.5717,0
12/10/2024,42.4698,42.4698,42.4698,42.4698,0
12/11/2024,59.5121,59.5121,59.5121,59.5121,0
12/12/2024,52.9397,52.9397,52.9397,52.9397,0
12/13/2024,68.8082,68.8082,68.8082,68.8082,0
12/16/2024,69.5653,69.5653,69.5653,69.5653,0
12/17/2024,65.3151,65.3151,65.3151,65.3151,0
12/18/2024,44.8962,44.8962,44.8962,44.8962,0
12/19/2024,38.8651,38.8651,38.8651,38.8651,0
12/20/2024,45.0221,45.0221,45.0221,45.0221,0
12/23/2024,59.6448,59.6448,59.6448,59.6448,0
12/24/2024,62.7612,62.7612,62.7612,62.7612,0
12/26/2024,62.9273,62.9273,62.9273,62.9273,0
12/27/2024,57.7984,57.7984,57.7984,57.7984,0
12/30/2024,46.3251,46.3251,46.3251,46.3251,0
12/31/2024,41.7765,41.7765,41.7765,41.7765,0
01/02/2025,46.5001,46.5001,46.5001,46.5001,0
01/03/2025,57.9923,57.9923,57.9923,57.9923,0
01/06/2025,68.4555,68.4555,68.4555,68.4555,0
01/07/2025,63.6279,63.6279,63.6279,63.6279,0
01/08/2025,54.2082,54.2082,54.2082,54.2082,0
01/10/2025,44.2529,44.2529,44.2529,44.2529,0
01/13/2025,42.3478,42.3478,42.3478,42.3478,0
01/14/2025,46.5692,46.5692,46.5692,46.5692,0
01/15/2025,56.9688,56.9688,56.9688,56.9688,0
01/16/2025,56.3274,56.3274,56.3274,56.3274,0
01/17/2025,66.4423,66.4423,66.4423,66.4423,0
01/21/2025,68.0953,68.0953,68.0953,68.0953,0
01/22/2025,67.6224,67.6224,67.6224,67.6224,0
01/23/2025,63.9204,63.9204,63.9204,63.9204,0
01/24/2025,57.4163,57.4163,57.4163,57.4163,0
01/27/2025,26.1143,26.1143,26.1143,26.1143,0
01/28/2025,29.0422,29.0422,29.0422,29.0422,0
01/29/2025,32.3181,32.3181,32.3181,32.3181,0
01/30/2025,41.0413,41.0413,41.0413,41.0413,0
01/31/2025,43.5681,43.5681,43.5681,43.5681,0
02/03/2025,32.4925,32.4925,32.4925,32.4925,0
02/04/2025,36.7620,36.7620,36.7620,36.7620,0
02/05/2025,43.5784,43.5784,43.5784,43.5784,0
02/06/2025,45.0830,45.0830,45.0830,45.0830,0
02/07/2025,34.0435,34.0435,34.0435,34.0435,0
02/10/2025,47.5162,47.5162,47.5162,47.5162,0
02/11/2025,46.4986,46.4986,46.4986,46.4986,0
02/12/2025,42.1213,42.1213,42.1213,42.1213,0
02/13/2025,48.5265,48.5265,48.5265,48.5265,0
02/14/2025,53.8032,53.8032,53.8032,53.8032,0
02/18/2025,55.2491,55.2491,55.2491,55.2491,0
02/19/2025,61.3844,61.3844,61.3844,61.3844,0
02/20/2025,60.2178,60.2178,60.2178,60.2178,0
02/21/2025,45.5337,45.5337,45.5337,45.5337,0
02/24/2025,37.3725,37.3725,37.3725,37.3725,0
02/25/2025,32.9928,32.9928,32.9928,32.9928,0
02/26/2025,43.1859,43.1859,43.1859,43.1859,0
02/27/2025,25.6372,25.6372,25.6372,25.6372,0
02/28/2025,30.8319,30.8319,30.8319,30.8319,0
03/03/2025,24.9094,24.9094,24.9094,24.9094,0
03/04/2025,29.1666,29.1666,29.1666,29.1666,0
03/05/2025,33.0565,33.0565,33.0565,33.0565,0
03/06/2025,27.1728,27.1728,27.1728,27.1728,0
03/07/2025,33.2137,33.2137,33.2137,33.2137,0
03/10/2025,26.8311,26.8311,26.8311,26.8311,0
03/11/2025,27.5729,27.5729,27.5729,27.5729,0
03/12/2025,30.6837,30.6837,30.6837,30.6837,0
03/13/2025,29.7779,29.7779,29.7779,29.7779,0
03/14/2025,34.8545,34.8545,34.8545,34.8545,0
03/17/2025,39.3770,39.3770,39.3770,39.3770,0
03/18/2025,32.5517,32.5517,32.5517,32.5517,0
03/19/2025,37.1536,37.1536,37.1536,37.1536,0
03/20/2025,37.3629,37.3629,37.3629,37.3629,0
03/21/2025,36.1936,36.1936,36.1936,36.1936,0
03/24/2025,45.0646,45.0646,45.0646,45.0646,0
03/25/2025,43.5402,43.5402,43.5402,43.5402,0
03/26/2025,37.5353,37.5353,37.5353,37.5353,0
03/27/2025,31.1812,31.1812,31.1812,31.1812,0
03/28/2025,27.8582,27.8582,27.8582,27.8582,0
03/31/2025,31.4073,31.4073,31.4073,31.4073,0
04/01/2025,31.7425,31.7425,31.7425,31.7425,0
04/02/2025,37.1966,37.1966,37.1966,37.1966,0
04/03/2025,23.0473,23.0473,23.0473,23.0473,0
04/04/2025,22.4627,22.4627,22.4627,22.4627,0
04/07/2025,26.1578,26.1578,26.1578,26.1578,0
04/08/2025,30.9472,30.9472,30.9472,30.9472,0
04/09/2025,34.6756,34.6756,34.6756,34.6756,0
04/10/2025,27.7882,27.7882,27.7882,27.7882,0
04/11/2025,33.5082,33.5082,33.5082,33.5082,0
