method,datetime,date,time_et,open,high,low,close,volume,body_pct,wick_pct,ratio,direction,extreme,touched,days_to_touch
trade,2026-03-27T15:37:00-04:00,2026-03-27,15:37,111.64,116.15,111.64,111.7215,17754,0.073,3.9653,54.34,up,116.15,True,2
trade,2026-03-30T15:19:00-04:00,2026-03-30,15:19,110.89,116.3568,110.84,110.96,6006,0.0631,4.8653,77.1,up,116.3568,True,1
trade,2026-04-01T15:13:00-04:00,2026-04-01,15:13,117.97,118.1,117.29,118.08,15877,0.0932,0.5761,6.18,down,117.29,True,1
trade,2026-04-02T12:50:00-04:00,2026-04-02,12:50,118.71,124.9104,118.71,118.7501,6651,0.0338,5.1885,153.62,up,124.9104,True,3
trade,2026-04-02T14:47:00-04:00,2026-04-02,14:47,118.39,118.45,116.15,118.41,15025,0.0169,1.8919,112.0,down,116.15,True,2
trade,2026-04-07T12:03:00-04:00,2026-04-07,12:03,116,116.71,115.5812,116.02,42599,0.0172,0.5948,34.5,up,116.71,True,0
trade,2026-04-08T11:15:00-04:00,2026-04-08,11:15,123.59,129.65,110.66,123.69,7274,0.0809,4.8204,59.6,up,129.65,True,6
trade,2026-04-08T11:15:00-04:00,2026-04-08,11:15,123.59,129.65,110.66,123.69,7274,0.0809,10.4578,129.3,down,110.66,True,2
trade,2026-04-09T12:55:00-04:00,2026-04-09,12:55,113.29,129.5724,113.14,113.143,14065,0.1298,14.3816,110.76,up,129.5724,True,5
trade,2026-04-10T14:09:00-04:00,2026-04-10,14:09,109.3507,119.73,109.2507,109.33,8637,0.0189,9.4927,501.42,up,119.73,True,3
trade,2026-04-10T15:08:00-04:00,2026-04-10,15:08,109.85,118.42,109.6748,109.92,11630,0.0637,7.7354,121.43,up,118.42,True,2
trade,2026-04-13T15:39:00-04:00,2026-04-13,15:39,114.345,118.52,114.31,114.3456,8278,0.0005,3.6507,6957.33,up,118.52,True,1
trade,2026-04-15T13:15:00-04:00,2026-04-15,13:15,126.12,126.24,123.51,126.152,8230,0.0254,2.0692,81.56,down,123.51,True,6
trade,2026-04-21T14:35:00-04:00,2026-04-21,14:35,132.3195,132.3493,122.37,132.13,6419,0.1433,7.3814,51.5,down,122.37,True,0
trade,2026-04-21T15:20:00-04:00,2026-04-21,15:20,132.5836,133.1,114.4532,132.997,8775,0.3113,13.6534,43.86,down,114.4532,True,10
trade,2026-04-22T12:40:00-04:00,2026-04-22,12:40,132.0033,132.13,118.8489,132.09,4468,0.0657,9.9619,151.72,down,118.8489,True,6
trade,2026-04-23T15:35:00-04:00,2026-04-23,15:35,123.78,124.0745,115.43,123.595,21064,0.1496,6.6013,44.14,down,115.43,True,8
trade,2026-04-23T15:52:00-04:00,2026-04-23,15:52,123.57,123.82,118.8,123.78,28783,0.1698,3.8569,22.71,down,118.8,True,5
trade,2026-04-28T12:29:00-04:00,2026-04-28,12:29,123.8,123.83,110.7908,123.7582,6308,0.0338,10.4762,310.22,down,110.7908,True,5
trade,2026-04-28T12:45:00-04:00,2026-04-28,12:45,123.685,132.0677,123.62,123.71,7744,0.0202,6.7566,334.31,up,132.0677,False,
trade,2026-04-30T13:33:00-04:00,2026-04-30,13:33,121.02,133.4321,120.738,121.07,11506,0.0413,10.2128,247.24,up,133.4321,False,
trade,2026-05-01T14:15:00-04:00,2026-05-01,14:15,126.8425,126.89,117.06,126.84,19151,0.002,7.7104,3912.0,down,117.06,True,2
trade,2026-05-04T12:53:00-04:00,2026-05-04,12:53,127.27,127.4,116.78,127.308,15967,0.0299,8.2411,276.05,down,116.78,True,1
trade,2026-05-04T13:57:00-04:00,2026-05-04,13:57,128.05,133.4321,128,128.1,12411,0.039,4.1633,106.64,up,133.4321,False,
trade,2026-05-05T09:51:00-04:00,2026-05-05,09:51,118.0001,118.9999,117.75,118.24,206833,0.2031,0.6433,3.17,up,118.9999,True,0
trade,2026-05-05T10:36:00-04:00,2026-05-05,10:36,117.435,118.52,116.7866,117.1305,52142,0.2596,0.9251,3.56,up,118.52,True,0
trade,2026-05-05T14:10:00-04:00,2026-05-05,14:10,107.3099,124.4487,106.96,107.04,131865,0.2518,15.9914,63.5,up,124.4487,True,0
trade,2026-05-05T15:46:00-04:00,2026-05-05,15:46,107.125,126.65,107.0747,107.3065,84019,0.1693,18.0417,106.58,up,126.65,False,
trade,2026-05-06T14:56:00-04:00,2026-05-06,14:56,104.58,118.52,104.54,104.56,35190,0.0191,13.3308,697.0,up,118.52,False,
trade,2026-05-12T12:49:00-04:00,2026-05-12,12:49,100.24,107.63,100.05,100.08,18339,0.1597,7.3782,46.19,up,107.63,True,0
trade,2026-05-12T15:11:00-04:00,2026-05-12,15:11,99.835,118.8,99.6584,99.78,63962,0.0551,19.0016,344.82,up,118.8,False,
trade,2026-05-13T14:51:00-04:00,2026-05-13,14:51,94.9924,109.1705,94.88,94.9355,39401,0.0599,14.93,249.18,up,109.1705,False,
trade,2026-05-18T15:33:00-04:00,2026-05-18,15:33,102.16,110.66,102.0201,102.1228,17986,0.0364,8.3218,228.49,up,110.66,False,
trade,2026-05-19T10:04:00-04:00,2026-05-19,10:04,103.965,104.405,100.28,104.335,41463,0.3553,3.5382,9.96,down,100.28,True,1
