date,ticker,total_volume,short_volume,short_volume_ratio,carteret_pct_of_short,nyse_short_volume,nasdaq_carteret_short_volume,nasdaq_chicago_short_volume,adf_short_volume,exempt_volume,svr_sma20,svr_zscore60
2026-04-20,PYPL,3740560.66,1223323.9,32.7,93.6866,63481,1146091,13751,0,1075.0,35.846,-1.1256
2026-04-21,PYPL,3764225.77,1122004.75,29.81,93.7435,64428,1051806,5770,0,17064.0,35.269,-1.5611
2026-04-22,PYPL,2911986.03,1014314.15,34.83,95.059,48110,964197,2007,0,5044.0,35.2245,-0.7027
2026-04-23,PYPL,3494457.23,1107554.34,31.69,88.7125,117234,982539,7780,0,2141.0,35.181,-1.1883
2026-04-24,PYPL,2549573.29,843115.82,33.07,95.1096,36661,801884,4570,0,0,35.009,-0.9256
2026-04-27,PYPL,2739827.6,970510.09,35.42,95.9129,32750,930844,6916,0,379.0,35.2815,-0.5065
2026-04-28,PYPL,2878200.1,1018377.06,35.38,95.5458,39578,973016,5783,0,12878.0,35.5505,-0.489
2026-04-29,PYPL,6795330.69,2396886.28,35.27,97.7789,37012,2343648,16226,0,4380.0,35.5635,-0.4837
2026-04-30,PYPL,3294401.24,1370518.99,41.6,93.5278,77111,1281816,11591,0,4329.0,35.942,0.6151
2026-05-01,PYPL,2737546.05,869153.09,31.75,90.6938,77242,788268,3643,0,3294.0,35.392,-1.0844
2026-05-04,PYPL,4852253.02,1584496.92,32.65,95.044,58591,1505969,19936,0,33200.0,35.059,-0.9126
2026-05-05,PYPL,13669892.92,4324031.48,31.63,92.2791,278463,3990176,55392,0,421612.21841,34.819,-1.1164
2026-05-06,PYPL,5681982.4,1708303.68,30.07,89.9879,153089,1537267,17947,0,67608.67379,34.816,-1.3415
2026-05-07,PYPL,4418625.18,1203714.85,27.24,94.8588,48246,1141830,13638,0,16932.0,34.2725,-1.7608
2026-05-08,PYPL,4184517.37,1308217.57,31.26,93.3301,68647,1220961,18609,0,9286.0,33.722,-1.0443
2026-05-11,PYPL,3942487.28,1336117.38,33.89,94.3106,66176,1260100,9841,0,9722.0,33.822,-0.592
2026-05-12,PYPL,3842148.97,1105762.19,28.78,96.9215,25891,1071721,8150,0,1819.0,33.4375,-1.4295
2026-05-13,PYPL,5291759.44,2225811.6,42.06,96.3268,70551,2144054,11205,0,45939.0,33.8305,0.7621
2026-05-14,PYPL,3207865.0,1395451.26,43.5,92.298,100376,1287973,7102,0,11757.0,33.9215,0.9814
2026-05-15,PYPL,3245054.29,1140873.35,35.16,91.7095,82474,1046289,12109,0,9912.0,33.888,-0.3796
2026-05-18,PYPL,3100839.07,879511.75,28.36,93.8389,43316,825324,10871,0,2084.0,33.671,-1.4459
2026-05-19,PYPL,4476142.31,1895141.47,42.34,88.9326,196355,1685399,13387,0,3983.0,34.2975,0.8467
2026-05-20,PYPL,3676192.34,1489527.4,40.52,94.3605,66802,1405526,17199,0,8328.0,34.582,0.559
2026-05-21,PYPL,3855645.7,1584183.16,41.09,95.4813,57181,1512599,14403,0,4143.0,35.052,0.6815
2026-05-22,PYPL,3665375.4,1783527.92,48.66,95.7542,59292,1707803,16432,0,13349.0,35.8315,1.9972
2026-05-26,PYPL,3448191.77,1479122.01,42.9,92.7897,98357,1372473,8292,0,8841.0,36.2055,0.9908
2026-05-27,PYPL,4722582.54,2292246.05,48.54,94.9893,90843,2177389,24013,0,6628.0,36.8635,1.8692
2026-05-28,PYPL,5026276.09,2249935.1,44.76,94.1511,110458,2118339,21138,0,10219.0,37.338,1.2077
2026-05-29,PYPL,3921559.83,1561364.35,39.81,93.1546,88464,1454483,18417,0,9634.0,37.2485,0.4189
2026-06-01,PYPL,5314982.05,2466696.75,46.41,95.5324,76727,2356494,33475,0,10090.0,37.9815,1.5584
2026-06-02,PYPL,3624010.34,1850487.42,51.06,95.2529,67369,1762643,20475,0,7583.0,38.902,2.3067
2026-06-03,PYPL,7879331.7,4026721.36,51.1,95.91,130331,3862030,34360,0,11296.0,39.8755,2.2051
2026-06-04,PYPL,4164929.32,1528290.99,36.69,91.8024,92819,1403008,32463,0,764.0,40.2065,-0.0758
2026-06-05,PYPL,8715711.24,4228083.22,48.51,96.4383,123334,4077490,27258,0,20808.0,41.27,1.8403
2026-06-08,PYPL,6614110.19,2062784.15,31.19,95.89,73755,1978003,11026,0,7301.0,41.2665,-0.9729
2026-06-09,PYPL,5578214.19,1834523.54,32.89,95.2293,77047,1747004,10472,0,9433.0,41.2165,-0.671
2026-06-10,PYPL,4534567.16,2228389.85,49.14,97.4567,45891,2171716,10782,0,16054.0,42.2345,1.9512
2026-06-11,PYPL,5370369.91,1779998.57,33.14,93.8695,86925,1670876,22197,0,4840.0,41.7885,-0.6238
2026-06-12,PYPL,3729953.33,1283977.56,34.42,93.2759,80436,1197641,5900,0,14613.0,41.3345,-0.401
2026-06-15,PYPL,9124708.17,5330861.94,58.42,53.4244,2470114,2847980,12767,0,15813.0,42.4975,3.1417
2026-06-16,PYPL,5331622.73,2026924.1,38.02,93.5667,103934,1896526,26463,0,2672.0,42.9805,0.0782
2026-06-17,PYPL,4974739.41,2334470.43,46.93,96.1708,76754,2245078,12638,0,4837.0,43.21,1.3838
2026-06-18,PYPL,3357453.29,1421901.13,42.35,94.6244,63756,1345466,12678,0,9731.0,43.3015,0.6864
2026-06-22,PYPL,3359441.23,1342199.58,39.95,95.908,44946,1287277,9975,0,15089.0,43.2445,0.315
2026-06-23,PYPL,3541622.93,1773337.03,50.07,95.7935,57439,1698742,17155,0,8179.0,43.315,1.7367
2026-06-24,PYPL,3627816.77,1679123.7,46.28,94.1579,82033,1581027,16063,0,2246.0,43.484,1.1502
2026-06-25,PYPL,2882490.5,1285700.79,44.6,93.9808,61049,1208312,16339,0,2932.0,43.287,0.8772
2026-06-26,PYPL,6100936.47,2946128.99,48.29,95.7223,110924,2820101,15103,0,19715.0,43.4635,1.3628
2026-06-29,PYPL,4243934.51,1663288.36,39.19,92.3792,107015,1536532,19740,0,5555.0,43.4325,0.0455
2026-06-30,PYPL,4308594.95,2309252.86,53.6,93.3602,143005,2155924,10323,0,15206.0,43.792,2.0256
2026-07-01,PYPL,4181426.71,1643551.31,39.31,96.2735,48607,1582304,12640,0,27883.0,43.2045,0.0355
2026-07-02,PYPL,4165733.36,2065715.87,49.59,96.4653,53223,1992698,19794,0,8427.0,43.129,1.4136
2026-07-06,PYPL,3443188.17,2064346.68,59.95,94.5148,89597,1951114,23635,0,4358.0,44.292,2.633
2026-07-07,PYPL,3300707.24,1685527.83,51.07,93.3819,94502,1573978,17047,0,7915.0,44.42,1.4217
2026-07-08,PYPL,3357210.1,1952935.34,58.17,95.3495,74850,1862115,15970,0,2101.0,45.769,2.2035
2026-07-09,PYPL,2538355.43,1255025.14,49.44,95.3077,47370,1196136,11519,0,7501.0,46.5965,1.0926
2026-07-10,PYPL,3663327.17,1718663.59,46.92,93.8545,92147,1613043,13472,0,18433.0,46.4855,0.7596
2026-07-13,PYPL,5580322.71,2816248.58,50.47,95.5364,97925,2690543,27780,0,29916.0,47.352,1.1543
2026-07-14,PYPL,3004489.56,1557940.68,51.85,97.0558,37681,1512072,8187,0,9827.0,48.2235,1.2834
2026-07-15,PYPL,30990154.64,16239119.04,52.4,94.566,728184,15356680,154254,0,115290.0,47.9225,1.3018
2026-07-16,PYPL,11218678.53,5897168.77,52.57,93.3639,324953,5505825,66389,0,15629.0,48.65,1.2765
2026-07-17,PYPL,7135984.84,3502132.24,49.08,94.1075,178283,3295769,28080,0,25349.0,48.7575,0.8355
2026-07-20,PYPL,7796026.54,3149052.37,40.39,93.3754,187966,2940440,20645,0,5918.0,48.6595,-0.2153
2026-07-21,PYPL,4201301.7,1989430.71,47.35,94.0986,92346,1872027,25057,0,6940.0,49.0295,0.5964
2026-07-22,PYPL,2859169.09,1393601.57,48.74,96.32,39653,1342317,11631,0,4277.0,48.963,0.7383
2026-07-23,PYPL,4037349.14,1771738.3,43.88,95.6501,57204,1694670,19863,0,18024.0,48.843,0.1275
2026-07-24,PYPL,3520754.05,1722688.61,48.93,96.1148,56307,1655758,10623,0,8663.0,49.0595,0.7234
2026-07-27,PYPL,4136872.0,1256459.75,30.37,96.3947,35280,1211160,10019,0,3118.0,48.1635,-1.5384
2026-07-28,PYPL,6698894.99,2922014.55,43.62,92.9179,163156,2715075,43783,0,6277.0,48.385,0.0729
