Date,Open,High,Low,Close,Volume
08/01/2025,91.2171,91.2171,91.2171,91.2171,0
08/04/2025,83.3466,83.3466,83.3466,83.3466,0
08/05/2025,83.8468,83.8468,83.8468,83.8468,0
08/06/2025,84.7073,84.7073,84.7073,84.7073,0
08/07/2025,84.5385,84.5385,84.5385,84.5385,0
08/08/2025,85.9111,85.9111,85.9111,85.9111,0
08/11/2025,89.7133,89.7133,89.7133,89.7133,0
08/12/2025,90.4732,90.4732,90.4732,90.4732,0
08/13/2025,83.6533,83.6533,83.6533,83.6533,0
08/14/2025,90.3487,90.3487,90.3487,90.3487,0
08/15/2025,84.5977,84.5977,84.5977,84.5977,0
08/18/2025,80.9585,80.9585,80.9585,80.9585,0
08/19/2025,81.3852,81.3852,81.3852,81.3852,0
08/20/2025,82.7439,82.7439,82.7439,82.7439,0
08/21/2025,82.5425,82.5425,82.5425,82.5425,0
08/22/2025,89.2082,89.2082,89.2082,89.2082,0
08/25/2025,81.7139,81.7139,81.7139,81.7139,0
08/26/2025,80.4335,80.4335,80.4335,80.4335,0
08/27/2025,96.6907,96.6907,96.6907,96.6907,0
08/28/2025,82.2466,82.2466,82.2466,82.2466,0
08/29/2025,95.0595,95.0595,95.0595,95.0595,0
09/02/2025,94.2604,94.2604,94.2604,94.2604,0
09/03/2025,95.1919,95.1919,95.1919,95.1919,0
09/04/2025,94.4994,94.4994,94.4994,94.4994,0
09/05/2025,94.3614,94.3614,94.3614,94.3614,0
09/08/2025,94.5554,94.5554,94.5554,94.5554,0
09/09/2025,94.9438,94.9438,94.9438,94.9438,0
09/10/2025,94.2094,94.2094,94.2094,94.2094,0
09/11/2025,93.4678,93.4678,93.4678,93.4678,0
09/12/2025,94.5587,94.5587,94.5587,94.5587,0
09/15/2025,94.2401,94.2401,94.2401,94.2401,0
09/16/2025,94.7670,94.7670,94.7670,94.7670,0
09/17/2025,94.7905,94.7905,94.7905,94.7905,0
09/18/2025,93.8642,93.8642,93.8642,93.8642,0
09/19/2025,94.2696,94.2696,94.2696,94.2696,0
09/22/2025,94.3280,94.3280,94.3280,94.3280,0
09/23/2025,92.1940,92.1940,92.1940,92.1940,0
09/24/2025,85.7907,85.7907,85.7907,85.7907,0
09/25/2025,93.8083,93.8083,93.8083,93.8083,0
09/26/2025,94.8855,94.8855,94.8855,94.8855,0
09/29/2025,91.8277,91.8277,91.8277,91.8277,0
09/30/2025,93.0027,93.0027,93.0027,93.0027,0
10/01/2025,94.1258,94.1258,94.1258,94.1258,0
10/02/2025,92.2160,92.2160,92.2160,92.2160,0
10/03/2025,92.5936,92.5936,92.5936,92.5936,0
10/06/2025,92.0666,92.0666,92.0666,92.0666,0
10/07/2025,92.5889,92.5889,92.5889,92.5889,0
10/08/2025,92.5530,92.5530,92.5530,92.5530,0
10/09/2025,92.0595,92.0595,92.0595,92.0595,0
10/10/2025,91.2725,91.2725,91.2725,91.2725,0
10/13/2025,91.7483,91.7483,91.7483,91.7483,0
10/14/2025,93.3660,93.3660,93.3660,93.3660,0
10/15/2025,92.1928,92.1928,92.1928,92.1928,0
10/16/2025,92.4929,92.4929,92.4929,92.4929,0
10/17/2025,86.2785,86.2785,86.2785,86.2785,0
10/20/2025,91.5462,91.5462,91.5462,91.5462,0
10/21/2025,91.1452,91.1452,91.1452,91.1452,0
10/22/2025,92.5363,92.5363,92.5363,92.5363,0
10/23/2025,91.7119,91.7119,91.7119,91.7119,0
10/24/2025,91.2159,91.2159,91.2159,91.2159,0
10/27/2025,91.2840,91.2840,91.2840,91.2840,0
10/28/2025,91.5015,91.5015,91.5015,91.5015,0
10/29/2025,88.7551,88.7551,88.7551,88.7551,0
10/30/2025,92.6032,92.6032,92.6032,92.6032,0
10/31/2025,84.5857,84.5857,84.5857,84.5857,0
11/03/2025,90.9413,90.9413,90.9413,90.9413,0
11/04/2025,87.8538,87.8538,87.8538,87.8538,0
11/05/2025,83.7146,83.7146,83.7146,83.7146,0
11/06/2025,93.0853,93.0853,93.0853,93.0853,0
11/07/2025,90.7721,90.7721,90.7721,90.7721,0
11/10/2025,93.5399,93.5399,93.5399,93.5399,0
11/11/2025,92.8205,92.8205,92.8205,92.8205,0
11/12/2025,90.8129,90.8129,90.8129,90.8129,0
11/13/2025,92.3607,92.3607,92.3607,92.3607,0
11/14/2025,93.0366,93.0366,93.0366,93.0366,0
11/17/2025,93.1975,93.1975,93.1975,93.1975,0
11/18/2025,92.0922,92.0922,92.0922,92.0922,0
11/19/2025,93.3590,93.3590,93.3590,93.3590,0
11/20/2025,90.4035,90.4035,90.4035,90.4035,0
11/21/2025,91.2190,91.2190,91.2190,91.2190,0
11/24/2025,90.6487,90.6487,90.6487,90.6487,0
11/25/2025,92.2591,92.2591,92.2591,92.2591,0
11/26/2025,92.0538,92.0538,92.0538,92.0538,0
11/28/2025,91.4495,91.4495,91.4495,91.4495,0
12/01/2025,91.9519,91.9519,91.9519,91.9519,0
12/02/2025,91.5528,91.5528,91.5528,91.5528,0
12/03/2025,84.2827,84.2827,84.2827,84.2827,0
12/04/2025,92.6239,92.6239,92.6239,92.6239,0
12/05/2025,91.4272,91.4272,91.4272,91.4272,0
12/08/2025,92.2571,92.2571,92.2571,92.2571,0
12/09/2025,91.0277,91.0277,91.0277,91.0277,0
12/10/2025,91.1088,91.1088,91.1088,91.1088,0
12/11/2025,92.0140,92.0140,92.0140,92.0140,0
12/12/2025,86.4757,86.4757,86.4757,86.4757,0
12/15/2025,91.1787,91.1787,91.1787,91.1787,0
12/16/2025,89.9922,89.9922,89.9922,89.9922,0
12/17/2025,92.6986,92.6986,92.6986,92.6986,0
12/18/2025,90.7569,90.7569,90.7569,90.7569,0
12/19/2025,92.4341,92.4341,92.4341,92.4341,0
12/22/2025,94.0976,94.0976,94.0976,94.0976,0
