date,time_et,session,direction,open,high,low,close,volume,trade_count,wick_len,body_len,wick_pct,extreme,prints_at_extreme,prints_at_extreme_size,max_extreme_lag_ms,all_dark,repeat_level,verdict
2025-03-12,08:30,pre,up,476.6,481.6,476.6,479.17,662798,2471,2.43,2.57,0.507,481.6,11,16853,0,True,False,PBAR
2025-03-12,10:00,rth,down,477.81,478.46,471.8969,478.2,924967,5257,5.9131,0.39,1.237,471.8969,1,102927,4,True,False,GHOST
2025-03-12,11:05,rth,up,472.89,478.82,471.79,472.6015,568681,3079,5.93,0.2885,1.255,478.82,1,4000,17,True,True,GHOST
2025-03-12,11:15,rth,up,472.8,479.7499,472.252,473.87,665482,3070,5.8799,1.07,1.241,479.7499,1,150,5183595,True,True,GHOST
2025-03-12,12:25,rth,down,479.03,479.27,473.0789,478.71,350858,1913,5.6311,0.32,1.176,473.0789,1,38000,4564810,True,True,GHOST
2025-03-12,13:00,rth,down,477.46,477.9,471.8969,477.5301,512170,1486,5.5631,0.0701,1.165,471.8969,1,205855,3,True,True,GHOST
2025-03-12,14:20,rth,down,477.255,477.6,471.8969,477.0846,398681,1518,5.1877,0.1704,1.087,471.8969,1,102927,3,True,True,GHOST
2025-03-12,15:15,rth,down,477.91,478.18,471.8969,478.0,594811,2420,6.0131,0.09,1.258,471.8969,2,205854,4,True,True,GHOST
2025-03-12,15:25,rth,down,477.19,477.79,471.8969,477.27,302156,956,5.2931,0.08,1.109,471.8969,1,102917,4,True,True,GHOST
2025-03-12,15:55,rth,down,477.345,478.0,471.8969,477.08,1366334,6165,5.1831,0.265,1.086,471.8969,2,205834,4,True,True,GHOST
2025-03-13,08:00,pre,down,475.19,477.258,472.11,474.68,142490,462,2.57,0.51,0.541,472.11,6,318,20138577,True,False,GHOST
2025-03-13,09:50,rth,up,474.05,477.2463,471.8,472.15,876930,4272,3.1963,1.9,0.677,477.2463,1,102907,5,True,False,GHOST
2025-03-13,09:55,rth,up,472.13,477.2463,470.56,471.22,858385,4230,5.1163,0.91,1.086,477.2463,1,102907,4,True,True,GHOST
2025-03-13,10:35,rth,up,474.055,477.2463,472.76,473.1397,494137,1854,3.1913,0.9153,0.674,477.2463,2,205814,4,True,True,GHOST
